gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0.9913491957437214,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,-1.2419671042985652,0.3280060176670675,-0.9946740943777913,0.1752778843332521,-0.9184557439612223,-1.0299021503877395,-1.0278861799707208,-0.9249006110404728,-1.1137745449144056,-1.121713555339374,-0.8303963307977824,-1.2061903269779213,-0.534651859316517,0.19450337604780069,-0.9483965948046668
-1.0087262937150911,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,-0.712073292837392,0.3280060176670675,1.1139028430094287,0.1752778843332521,1.4053200320213874,-1.0299021503877395,1.2429724951628318,-0.9249006110404728,-1.1137745449144056,-1.121713555339374,-0.8303963307977824,0.8290565573556488,-0.534651859316517,0.6484915949666992,-0.43542930677782965
0.9913491957437214,-0.44050836433332236,1.031400023381061,1.5256107470972955,1.407501953007301,0.3280060176670675,1.1139028430094287,0.1752778843332521,-0.9184557439612223,1.2404096228845742,-1.0278861799707208,-0.9249006110404728,-1.1137745449144056,1.1361852038457592,-0.8303963307977824,0.8290565573556488,-1.4714601209240208,0.8214394878881845,1.8030275851501154
0.9913491957437214,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,-1.1196839170382944,0.3280060176670675,-0.9946740943777913,-1.1815314055275672,-0.9184557439612223,1.2404096228845742,-1.0278861799707208,1.3942876711435128,-1.1137745449144056,1.1361852038457592,-0.8303963307977824,0.8290565573556488,-1.4714601209240208,0.02488140414403604,-0.8604555613910551
0.9913491957437214,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,-0.2637016062163992,0.3280060176670675,-0.9946740943777913,1.5320871741940711,0.24343214403008248,0.10525373624841737,0.10754315759605561,0.23469353005152,0.015277011517018328,0.007235824253192622,-0.8303963307977824,0.8290565573556488,0.4021564022909866,-1.481760816883518,-0.7848094967554008
-1.0087262937150911,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,-1.1604449794583847,0.3280060176670675,1.1139028430094287,-1.1815314055275672,-0.9184557439612223,-1.0299021503877395,-1.0278861799707208,1.3942876711435128,1.1443285679484423,-1.121713555339374,-0.8303963307977824,0.8290565573556488,1.3389646638984902,-0.015029648068614022,-0.8988193957466919
0.9913491957437214,-0.44050836433332236,1.031400023381061,1.5256107470972955,-0.3859847934766699,0.3280060176670675,-0.9946740943777913,1.5320871741940711,0.24343214403008248,0.10525373624841737,0.10754315759605561,0.23469353005152,0.015277011517018328,0.007235824253192622,1.5673880157089952,-1.2061903269779213,-0.534651859316517,-1.505042264007564,-0.8221579476931093
0.9913491957437214,2.2701044542330724,-0.9695559213988308,-0.6554751937233341,-1.2419671042985652,0.3280060176670675,-0.9946740943777913,0.1752778843332521,-0.9184557439612223,1.2404096228845742,-1.0278861799707208,-0.9249006110404728,-1.1137745449144056,-1.121713555339374,-0.8303963307977824,0.8290565573556488,0.4021564022909866,0.32754021675663547,-0.9374922598382198
0.9913491957437214,-0.44050836433332236,-0.9695559213988308,-0.6554751937233341,0.755324954285857,0.3280060176670675,-0.9946740943777913,1.5320871741940711,0.24343214403008248,0.10525373624841737,0.10754315759605561,0.23469353005152,0.015277011517018328,0.007235824253192622,0.36849584245560646,-1.2061903269779213,0.4021564022909866,-1.5216718690961684,-0.565597046245718
0.9913491957437214,-0.44050836433332236,1.031400023381061,1.5256107470972955,-0.14141841895612844,0.3280060176670675,1.1139028430094287,-1.1815314055275672,-0.9184557439612223,1.2404096228845742,1.2429724951628318,-0.9249006110404728,1.1443285679484423,1.1361852038457592,-0.8303963307977824,-1.2061903269779213,-0.534651859316517,0.5071399517135622,-0.03406590051284503
